Product,Flavor,14 LB_offer_price,14 LB_recommended_price,25 LB_offer_price,25 LB_recommended_price,5 LBS_offer_price,5 LBS_recommended_price,40 LBS_offer_price,40 LBS_recommended_price,Grain_Free,Life_Stage,URL,Rating,Reviews,25 LBS_offer_price,25 LBS_recommended_price,13 LBS_offer_price,13 LBS_recommended_price,4.5 LBS_offer_price,4.5 LBS_recommended_price,35 LBS_offer_price,35 LBS_recommended_price,6 LBS_offer_price,6 LBS_recommended_price,18 LBS_offer_price,18 LBS_recommended_price,47 LBS_offer_price,47 LBS_recommended_price,30 LBS_offer_price,30 LBS_recommended_price,15 LBS_offer_price,15 LBS_recommended_price,4 LBS_offer_price,4 LBS_recommended_price,28.5 LBS_offer_price,28.5 LBS_recommended_price,15.5 LBS_offer_price,15.5 LBS_recommended_price,45 LBS_offer_price,45 LBS_recommended_price,14 LBS_offer_price,14 LBS_recommended_price,16 LBS_offer_price,16 LBS_recommended_price,41 LBS_offer_price,41 LBS_recommended_price,37.5 LBS_offer_price,37.5 LBS_recommended_price,50 LBS_offer_price,50 LBS_recommended_price,12 LBS_offer_price,12 LBS_recommended_price,24 LBS_offer_price,24 LBS_recommended_price,28 LBS_offer_price,28 LBS_recommended_price,2.5 LBS_offer_price,2.5 LBS_recommended_price,34 LBS_offer_price,34 LBS_recommended_price,26 LBS_offer_price,26 LBS_recommended_price,33 LBS_offer_price,33 LBS_recommended_price,44 LBS_offer_price,44 LBS_recommended_price,22.5 LBS_offer_price,22.5 LBS_recommended_price,11.5 LBS_offer_price,11.5 LBS_recommended_price,22 LBS_offer_price,22 LBS_recommended_price,11 LBS_offer_price,11 LBS_recommended_price,20 LBS_offer_price,20 LBS_recommended_price,1 LBS_offer_price,1 LBS_recommended_price,21.5 LBS_offer_price,21.5 LBS_recommended_price,3.5 LBS_offer_price,3.5 LBS_recommended_price,10 LBS_offer_price,10 LBS_recommended_price,17 LBS_offer_price,17 LBS_recommended_price,7 LBS_offer_price,7 LBS_recommended_price,21 LBS_offer_price,21 LBS_recommended_price,31.1 LBS_offer_price,31.1 LBS_recommended_price,8 LBS_offer_price,8 LBS_recommended_price,2 OZ_offer_price,2 OZ_recommended_price,25 OZ_offer_price,25 OZ_recommended_price,9.5 OZ_offer_price,9.5 OZ_recommended_price,37 LBS_offer_price,37 LBS_recommended_price,4 LB_offer_price,4 LB_recommended_price,18 LB_offer_price,18 LB_recommended_price,12.5 LBS_offer_price,12.5 LBS_recommended_price,38.5 LBS_offer_price,38.5 LBS_recommended_price,48.4 LBS_offer_price,48.4 LBS_recommended_price,3 LBS_offer_price,3 LBS_recommended_price,19 LBS_offer_price,19 LBS_recommended_price,24 LB_offer_price,24 LB_recommended_price,8.5 LBS_offer_price,8.5 LBS_recommended_price,27.5 LBS_offer_price,27.5 LBS_recommended_price,17.6 LBS_offer_price,17.6 LBS_recommended_price,30.6 LBS_offer_price,30.6 LBS_recommended_price,1.75 LBS_offer_price,1.75 LBS_recommended_price,5.5 LBS_offer_price,5.5 LBS_recommended_price,7.7 LBS_offer_price,7.7 LBS_recommended_price,25.3 LBS_offer_price,25.3 LBS_recommended_price,28.6 LBS_offer_price,28.6 LBS_recommended_price,6.6 LBS_offer_price,6.6 LBS_recommended_price,1.5 LBS_offer_price,1.5 LBS_recommended_price,1 LB_offer_price,1 LB_recommended_price,13.5 LBS_offer_price,13.5 LBS_recommended_price,27 LBS_offer_price,27 LBS_recommended_price,27.5 LB_offer_price,27.5 LB_recommended_price,7.4 LBS_offer_price,7.4 LBS_recommended_price,36 LBS_offer_price,36 LBS_recommended_price,20 LB_offer_price,20 LB_recommended_price
default-product-name-3007970,Beef,,,,,$12.99,$12.99,,,Yes,Puppy,https://www.petco.com/shop/en/petcostore/product/default-product-name-3007970,4.8289,152,$42.99,$42.99,,,,,,,,,,,,,,,,,,,,,,,,,$34.99,$34.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-plan-focus-weight-management-large-breed-dog-food-34-lbs-1274848,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/pro-plan-focus-weight-management-large-breed-dog-food-34-lbs-1274848,4.5851,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$65.98,$67.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acana-singles-beef-and-pumpkin-recipe-dry-dog-food-25-lbs-3180764,Beef,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/acana-singles-beef-and-pumpkin-recipe-dry-dog-food-25-lbs-3180764,4.7812,128,$89.99,$89.99,$54.99,$54.99,$25.99,$25.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natures-variety-instinct-raw-boost-grain-free-beef-dog-food-10-lbs-2695248,Beef,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/natures-variety-instinct-raw-boost-grain-free-beef-dog-food-10-lbs-2695248,4.4231,26,,,,,,,,,,,,,,,,,,,$29.99,$29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$84.99,$84.99,,,,,,,$49.99,$49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-classic-real-beef--green-peas-recipe-with-ancient-grains-12-lbs-2511365,Beef,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/merrick-classic-real-beef--green-peas-recipe-with-ancient-grains-12-lbs-2511365,4.76,200,$73.98,$75.99,,,,,,,,,,,,,,,,,$24.98,$25.99,,,,,,,,,,,,,,,,,$49.98,$49.99,,,,,,,,,,,$89.98,$89.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-grain-free-senior-real-chicken--sweet-potato-dry-dog-food-4-lbs-2736804,Chicken,,,,,,,,,Yes,Senior,https://www.petco.com/shop/en/petcostore/product/merrick-grain-free-senior-real-chicken--sweet-potato-dry-dog-food-4-lbs-2736804,4.7467,304,,,,,,,,,,,,,,,,,,,$22.98,$22.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$69.98,$71.99,,,,,,,,,,,$47.98,$47.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-science-diet-active-longevity-senior-dog-food-33-lbs-1592068,Chicken,,,,,$16.99,$18.99,,,No,Senior,https://www.petco.com/shop/en/petcostore/product/hills-science-diet-active-longevity-senior-dog-food-33-lbs-1592068,4.8399,537,,,,,,,,,,,,,,,,,$38.99,$42.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$70.99,$70.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-science-diet-adult-sensitive-stomach-and-skin-large-breed-chicken-recipe-dry-dog-food-30-lbs-bag-3148967,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-sensitive-stomach-and-skin-large-breed-chicken-recipe-dry-dog-food-30-lbs-bag-3148967,4.5478,115,,,,,,,,,,,,,,,$77.99,$77.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-plan-savor-shredded-blend-lamb-and-rice-dog-food-6-lbs-1201964,Lamb,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/pro-plan-savor-shredded-blend-lamb-and-rice-dog-food-6-lbs-1201964,4.7383,1364,,,,,,,$64.99,$64.99,$21.99,$21.99,$48.99,$48.99,$85.99,$85.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-chicken-and-brown-rice-large-breed-healthy-weight-adult-dry-dog-food-30-lbs-1419200,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-chicken-and-brown-rice-large-breed-healthy-weight-adult-dry-dog-food-30-lbs-1419200,4.8277,296,,,,,,,,,,,,,,,$63.98,$72.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canidae-pure-real-bison-and-barley-recipe-dog-treats-4-lbs-3560476,Bison,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/canidae-pure-real-bison-and-barley-recipe-dog-treats-4-lbs-3560476,5,2,,,,,,,,,,,,,,,,,,,$15.99,$15.99,,,,,,,,,,,,,,,,,,,$69.99,$69.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
default-product-name-3007937,Chicken,,,,,$12.99,$12.99,,,Yes,Puppy,https://www.petco.com/shop/en/petcostore/product/default-product-name-3007937,4.5941,170,,,,,,,,,,,,,,,$43.99,$43.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole-earth-farms-grain-free-beef-and-lamb-dog-food-4-lbs-2277513,Beef,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/whole-earth-farms-grain-free-beef-and-lamb-dog-food-4-lbs-2277513,4.7479,1571,$56.98,$56.99,,,,,,,,,,,,,,,,,$13.48,$13.99,,,,,,,,,,,,,,,,,$28.99,$28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-science-diet-healthy-mobility-small-bites-adult-dog-food-155-lbs-1339575,Chicken,,,,,,,,,No,Senior,https://www.petco.com/shop/en/petcostore/product/hills-science-diet-healthy-mobility-small-bites-adult-dog-food-155-lbs-1339575,4.8014,287,,,,,,,,,,,,,,,$77.99,$77.99,,,$19.49,$21.49,,,$46.99,$51.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-science-diet-small-and-toy-breed-adult-dog-food-45-lbs-1309897,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/hills-science-diet-small-and-toy-breed-adult-dog-food-45-lbs-1309897,4.8952,725,,,,,$19.49,$21.49,,,,,,,,,,,,,,,,,$43.99,$43.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-science-diet-healthy-development-original-puppy-food-45-lbs-1213059,Chicken,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/hills-science-diet-healthy-development-original-puppy-food-45-lbs-1213059,4.8084,762,,,,,$16.99,$18.99,,,,,,,,,$70.99,$70.99,,,,,,,$38.99,$42.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canidae-grain-free-pure-range-dog-dry-red-meat-formula-with-fresh-lamb-buffalo-meal-and-venison-meal-4-lbs-2896437,Lamb,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/canidae-grain-free-pure-range-dog-dry-red-meat-formula-with-fresh-lamb-buffalo-meal-and-venison-meal-4-lbs-2896437,4.7634,131,,,,,,,,,,,,,,,,,,,$14.54,$21.99,,,,,,,,,,,,,,,,,,,$74.99,$74.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purina-pro-plan-development-sensitive-skin-and-stomach-salmon-and-rice-formula-large-breed-dry-puppy-food-24-lbs-3312253,Fish,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/purina-pro-plan-development-sensitive-skin-and-stomach-salmon-and-rice-formula-large-breed-dry-puppy-food-24-lbs-3312253,4.74,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$49.98,$52.99,,,,,,,,,$65.98,$67.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-honest-kitchen-whole-food-clusters-grain-free-chicken-dry-dog-food-1-lb-3311390,Chicken,,,,,$29.39,$29.99,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/the-honest-kitchen-whole-food-clusters-grain-free-chicken-dry-dog-food-1-lb-3311390,4.8287,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$83.29,$94.99,$7.83,$7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-small-breed-formula-dry-dog-food-12-lbs-3131313,Lamb,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-small-breed-formula-dry-dog-food-12-lbs-3131313,4.6056,71,,,,,,,,,,,,,,,,,,,$24.98,$24.98,,,,,,,,,,,,,,,,,$47.98,$47.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-basics-limited-ingredient-formula-salmon-and-potato-adult-dry-dog-food-24-lbs-1340611,Salmon,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-basics-limited-ingredient-formula-salmon-and-potato-adult-dry-dog-food-24-lbs-1340611,4.8032,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$68.98,$75.99,,,,,,,,,,,,,,,,,,,$41.98,$48.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-science-diet-adult-perfect-digestion-salmon-dry-dog-food-35-lbs-3321328,,,,,,,,,,No,,https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-perfect-digestion-salmon-dry-dog-food-35-lbs-3321328,4.6575,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$48.99,$53.99,,,,,,,,,,,,,,,,,,,$79.99,$79.99,,,,,,,,,$21.99,$23.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-blue-life-protection-natural-chicken-and-brown-rice-senior-dry-dog-food-34-lbs-3586502,Chicken,,,,,$14.98,$23.99,,,No,Senior,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-blue-life-protection-natural-chicken-and-brown-rice-senior-dry-dog-food-34-lbs-3586502,4.7244,1125,,,,,,,,,$22.99,$22.99,,,,,$60.98,$69.99,$35.98,$41.99,,,,,,,,,,,,,,,,,,,,,,,,,,,$68.98,$68.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canidae-life-stages-platinum-formula-senior-and-overweight-dog-food-5-lbs-2190101,Chicken,,,,,$15.99,$17.99,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/canidae-life-stages-platinum-formula-senior-and-overweight-dog-food-5-lbs-2190101,4.6929,241,,,,,,,,,,,,,,,$62.99,$62.99,$39.99,$39.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halo-elevate-dog-healthy-grains-salmon-recipe-dry-food-35-lbs-3530381,Fish,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/halo-elevate-dog-healthy-grains-salmon-recipe-dry-food-35-lbs-3530381,4.9375,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$69.99,$69.99,,,,,$19.99,$19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholehearted-salmon-sweet-potato-and-egg-recipe-dry-dog-food-4-lbs-3479281,Seafood,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/wholehearted-salmon-sweet-potato-and-egg-recipe-dry-dog-food-4-lbs-3479281,4,3,,,,,,,,,,,,,,,,,,,$12.99,$12.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$54.99,$54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purina-pro-plan-sport-performance-3020-beef-and-bison-formula-dry-dog-food-6-lbs-3425362,Beef,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/purina-pro-plan-sport-performance-3020-beef-and-bison-formula-dry-dog-food-6-lbs-3425362,4.4262,61,,,,,,,,,$23.48,$24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$76.98,$79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholehearted-grain-free-all-life-stages-duck-and-lentil-recipe-dry-dog-food-5-lbs-2739360,Duck,,,,,$12.99,$12.99,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/wholehearted-grain-free-all-life-stages-duck-and-lentil-recipe-dry-dog-food-5-lbs-2739360,4.7016,496,$44.99,$44.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholehearted-whole-grains-salmon-recipe-dry-dog-food-5-lbs-3697464,Fish,,,,,$13.99,$13.99,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/wholehearted-whole-grains-salmon-recipe-dry-dog-food-5-lbs-3697464,4.75,24,,,,,,,,,,,,,,,$44.99,$44.99,,,,,,,,,$69.99,$69.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-bioactive-recipe-fit-radiant-chicken-and-barley-adult-large-breed-dry-dog-food-225-lbs-2890553,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/hills-bioactive-recipe-fit-radiant-chicken-and-barley-adult-large-breed-dry-dog-food-225-lbs-2890553,4.8803,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$69.99,$69.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-grain-free-small-breed-dry-dog-food-4-lbs-2323962,Chicken,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/merrick-grain-free-small-breed-dry-dog-food-4-lbs-2323962,4.7989,378,,,,,,,,,,,,,,,,,,,$22.99,$23.49,,,,,,,,,,,,,,,,,$47.98,$49.99,,,,,,,,,,,,,,,,,,,,,,,$63.98,$65.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wellness-core-senior-natural-grain-free-dry-dog-food-24-lbs-2887127,Turkey,,,,,,,,,Yes,Senior,https://www.petco.com/shop/en/petcostore/product/wellness-core-senior-natural-grain-free-dry-dog-food-24-lbs-2887127,4.5765,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$40.99,$49.99,$72.98,$79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-grain-free-salmon-sweet-potato-recipe-dry-dog-food-10-lbs-3116914,Fish,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/merrick-grain-free-salmon-sweet-potato-recipe-dry-dog-food-10-lbs-3116914,4.7589,705,,,,,,,,,,,,,,,,,,,$25.99,$26.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$74.98,$74.99,,,,,,,,,,,$51.98,$52.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acana-wholeome-grains-poultry-dry-dog-food-4-lbs-3119402,Chicken,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/acana-wholeome-grains-poultry-dry-dog-food-4-lbs-3119402,4.6652,230,,,,,,,,,,,,,,,,,,,$18.99,$18.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$64.99,$64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jiminys-cricket-crave-dry-dog-food-35-lbs-3304667,,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/jiminys-cricket-crave-dry-dog-food-35-lbs-3304667,4.4595,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$21.95,$21.99,$58.95,$58.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-canin-breed-health-nutrition-miniature-schnauzer-adult-dry-dog-food-10-pound-1463608,Original,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/royal-canin-breed-health-nutrition-miniature-schnauzer-adult-dry-dog-food-10-pound-1463608,4.8006,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$56.99,$64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-grain-free-limited-ingredient-diet-salmon-recipe-dry-dog-food-4-lbs-3107920,Fish,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/merrick-grain-free-limited-ingredient-diet-salmon-recipe-dry-dog-food-4-lbs-3107920,4.6446,166,,,,,,,,,,,,,,,,,,,$24.99,$24.99,,,,,,,,,,,,,,,,,$49.99,$49.99,,,,,,,,,,,,,,,,,,,$72.98,$74.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-basics-limited-ingredient-grain-free-turkey-and-potato-dog-food-4-lbs-2115469,Turkey,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-basics-limited-ingredient-grain-free-turkey-and-potato-dog-food-4-lbs-2115469,4.7971,419,,,,,,,,,,,,,,,,,,,$20.98,$25.99,,,,,,,,,,,,,,,,,,,$65.98,$72.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orijen-tundra-dry-dog-food-45-lbs-3084211,Venison,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/orijen-tundra-dry-dog-food-45-lbs-3084211,4.7339,124,$139.99,$139.99,,,$34.99,$34.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-plan-focus-lamb-and-rice-puppy-food-6-lbs-647730,Lamb,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/pro-plan-focus-lamb-and-rice-puppy-food-6-lbs-647730,4.7066,317,,,,,,,,,$18.98,$21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-canin-mini-canine-health-nutrition-shih-tzu-24-25-lbs-1293168,Original,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/royal-canin-mini-canine-health-nutrition-shih-tzu-24-25-lbs-1293168,4.8309,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$22.99,$26.99,,,,,,,,,,,,,,,,,,,,,,,,,$56.99,$63.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
